City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
320,el granada,37.5027,-122.4694,19.41,74,0,3.09,US,1708641122
321,genet,9.0667,38.5,14.51,56,98,1.38,ET,1708641122
322,kodiak,57.79,-152.4072,1.73,48,0,8.75,US,1708641123
323,yuzhno-kurilsk,44.0306,145.8556,-7.01,75,60,2.77,RU,1708641123
324,pailon,-17.65,-62.75,29.82,67,84,4.78,BO,1708641123
325,bol,13.4586,14.7147,23.97,56,94,9.02,TD,1708641124
326,pahlgam,34.0333,75.3333,-11.89,68,1,5.66,IN,1708641124
327,bengkulu,-3.8004,102.2655,24.5,89,37,1.37,ID,1708641036
328,luganville,-15.5333,167.1667,30.11,75,99,3.41,VU,1708641125
329,santa elena de uairen,4.6167,-61.1333,25.85,38,61,1.29,VE,1708641126
330,ust'-barguzin,53.45,108.9833,-21.88,93,100,0.85,RU,1708641127
331,lata,40.1629,-8.3327,9.49,83,66,4.0,PT,1708641127
332,north platte,41.1239,-100.7654,13.95,39,40,7.72,US,1708641128
333,lospalos,-8.5186,127.0025,25.72,76,91,1.51,TL,1708641128
334,cova figueira,14.8905,-24.2934,20.89,62,96,7.14,CV,1708641129
335,kapa'a,22.0752,-159.319,26.99,64,58,1.79,US,1708641130
336,caleta de carquin,-11.0925,-77.6267,25.4,76,88,3.6,PE,1708641130
337,lerwick,60.1545,-1.1494,5.0,74,33,5.36,GB,1708641131
338,la sierpe,2.8518,-77.6155,26.36,84,78,1.95,CO,1708641132
339,grande prairie,55.1667,-118.8027,10.1,34,75,7.2,CA,1708641132
340,ocean shores,46.9737,-124.1563,14.05,77,75,1.54,US,1708641133
341,san patricio,28.017,-97.5169,27.87,53,69,2.28,US,1708641134
342,touros,-5.1989,-35.4608,27.18,80,87,3.4,BR,1708641134
343,mar del plata,-38.0023,-57.5575,23.01,91,100,5.66,AR,1708641135
344,karukh,34.4811,62.5863,1.56,43,0,2.72,AF,1708641135
345,amarante,-6.2411,-42.8547,22.44,95,100,1.3,BR,1708641135
346,bikenibeu village,1.3673,173.1241,29.98,84,20,5.66,KI,1708641136
347,watford city,47.8022,-103.2832,8.92,57,0,5.66,US,1708641136
348,zhanga buqtyrma,49.6295,83.5248,-28.13,85,52,0.64,KZ,1708641136
349,ribera,37.4984,13.2642,12.03,77,94,4.05,IT,1708641137
350,calingasta,-31.3308,-69.4078,26.52,34,19,4.44,AR,1708641137
351,punta del este,-34.9667,-54.95,27.06,86,75,5.14,UY,1708641138
352,east tamworth,-31.0894,150.9436,25.77,61,1,1.03,AU,1708641138
353,saskatoon,52.1168,-106.6345,0.99,74,40,5.14,CA,1708640904
354,nemuro,43.3236,145.575,-7.67,58,96,3.78,JP,1708641139
355,siwa oasis,29.2041,25.5195,16.27,49,100,3.58,EG,1708641139
356,tukrah,32.5341,20.5791,14.33,58,43,3.65,LY,1708641140
357,sisimiut,66.9395,-53.6735,-17.76,92,97,3.84,GL,1708641140
358,baoding,38.8511,115.4903,-3.56,87,96,0.7,CN,1708641123
359,kudymkar,59.0173,54.656,-20.0,100,68,2.34,RU,1708641141
